Area name,Year,% of economically active with NVQ4+ - working age_x,% of economically active with NVQ4+ - working age_y,% of economically active with NVQ3 only - working age,% of economically active with Trade Apprenticeships - working age,% of economically active with NVQ2 only - working age,% of economically active with NVQ1 only - working age,% of economically active with other qualifications - working age,% of economically active with no qualifications - working age,Gross Annual Pay - Full Time - Total (£),Gross Annual Pay - Full Time - Male (£),Gross Annual Pay - Full Time - Female (£),Median Modelled Household income (£),Mean Modelled Household income (£),Real change % (after inflation) - 2001/02 to 2012/13,Number of active businesses,Two-year business survival rates,Number Employed - Total,Number Employed - Male,Number Employed - Female,Jobs Density,Crime Rates per thousand population,Fires per thousand population,Ambulance incidents per hundred population,Total Carbon Emissions,Household Waste Recycling Rate,Number of Licensed Vehicles,Traffic Flows,% of adults who cycle at least once per month,Road Casualties (Killed or Seriously Injured),Average Public Transport Accessibility Score,% children living in out-of-work households
Westminster,2012,72.6,72.6,10.5,1.2,4.3,2.4,6,3,37649,42292,32539,80760.0,47510.0,,49825.0,64.2,692200.0,400200.0,292000.0,4.25,277.0238276,4.811085599,22.51963298,3177.518603,22.0,62248.0,829.0,18.0,193.0,6.3,31.3
City of London,2013,100.0,100.0,!,!,!,!,!,!,54202,63904,41599,,,,17775.0,64.3,464400.0,306600.0,157800.0,81.57,-,13.46757322,84.88493724,1414.626444,39.0,3427.0,156.0,7.0,60.0,,7.9
City of London,2013,100.0,100.0,!,!,!,!,!,!,54202,63904,41599,,,,17775.0,64.3,464400.0,306600.0,157800.0,81.57,-,13.46757322,84.88493724,1414.626444,39.0,3427.0,156.0,7.0,60.0,,10.8
City of London,2013,100.0,100.0,!,!,!,!,!,!,54202,63904,41599,,,,17775.0,64.3,464400.0,306600.0,157800.0,81.57,-,13.46757322,84.88493724,1414.626444,39.0,3427.0,156.0,7.0,60.0,,7.9
City of London,2013,100.0,100.0,!,!,!,!,!,!,54202,63904,41599,,,,17775.0,64.3,464400.0,306600.0,157800.0,81.57,-,13.46757322,84.88493724,1414.626444,39.0,3427.0,156.0,7.0,60.0,,10.8
Barking and Dagenham,2013,32.3,32.3,13.1,1.8,14.6,12.9,13.8,11.4,32248,36934,-,,,,5055.0,73.0,54100.0,31600.0,22500.0,0.44,82.85996542,3.6788919069999997,14.16502017,789.7070294,25.0,66725.0,581.0,7.0,45.0,,27.2
Barking and Dagenham,2013,32.3,32.3,13.1,1.8,14.6,12.9,13.8,11.4,32248,36934,-,,,,5055.0,73.0,54100.0,31600.0,22500.0,0.44,82.85996542,3.6788919069999997,14.16502017,789.7070294,25.0,66725.0,581.0,7.0,45.0,,27.8
Barking and Dagenham,2013,32.3,32.3,13.1,1.8,14.6,12.9,13.8,11.4,32248,36934,-,,,,5055.0,73.0,54100.0,31600.0,22500.0,0.44,82.85996542,3.6788919069999997,14.16502017,789.7070294,25.0,66725.0,581.0,7.0,45.0,,27.2
Barking and Dagenham,2013,32.3,32.3,13.1,1.8,14.6,12.9,13.8,11.4,32248,36934,-,,,,5055.0,73.0,54100.0,31600.0,22500.0,0.44,82.85996542,3.6788919069999997,14.16502017,789.7070294,25.0,66725.0,581.0,7.0,45.0,,27.8
Barnet,2013,56.8,56.8,10.6,1.5,9.9,8.2,10.2,2.8,29353,34447,26271,,,,23135.0,73.8,158900.0,77600.0,81300.0,0.66,61.56797295,1.91824172,11.70750607,1553.772541,36.0,151582.0,1648.0,12.0,131.0,,13.4
Barnet,2013,56.8,56.8,10.6,1.5,9.9,8.2,10.2,2.8,29353,34447,26271,,,,23135.0,73.8,158900.0,77600.0,81300.0,0.66,61.56797295,1.91824172,11.70750607,1553.772541,36.0,151582.0,1648.0,12.0,131.0,,15.8
Barnet,2013,56.8,56.8,10.6,1.5,9.9,8.2,10.2,2.8,29353,34447,26271,,,,23135.0,73.8,158900.0,77600.0,81300.0,0.66,61.56797295,1.91824172,11.70750607,1553.772541,36.0,151582.0,1648.0,12.0,131.0,,13.4
Barnet,2013,56.8,56.8,10.6,1.5,9.9,8.2,10.2,2.8,29353,34447,26271,,,,23135.0,73.8,158900.0,77600.0,81300.0,0.66,61.56797295,1.91824172,11.70750607,1553.772541,36.0,151582.0,1648.0,12.0,131.0,,15.8
Bexley,2013,35.3,35.3,14.2,4.3,22.9,15,5.5,2.7,28512,30708,25537,,,,7830.0,73.5,80200.0,42000.0,38300.0,0.54,50.01119622,2.116719549,12.13881624,1064.59375,55.0,119131.0,886.0,9.0,31.0,,17.4
Bexley,2013,35.3,35.3,14.2,4.3,22.9,15,5.5,2.7,28512,30708,25537,,,,7830.0,73.5,80200.0,42000.0,38300.0,0.54,50.01119622,2.116719549,12.13881624,1064.59375,55.0,119131.0,886.0,9.0,31.0,,17.5
Bexley,2013,35.3,35.3,14.2,4.3,22.9,15,5.5,2.7,28512,30708,25537,,,,7830.0,73.5,80200.0,42000.0,38300.0,0.54,50.01119622,2.116719549,12.13881624,1064.59375,55.0,119131.0,886.0,9.0,31.0,,17.4
Bexley,2013,35.3,35.3,14.2,4.3,22.9,15,5.5,2.7,28512,30708,25537,,,,7830.0,73.5,80200.0,42000.0,38300.0,0.54,50.01119622,2.116719549,12.13881624,1064.59375,55.0,119131.0,886.0,9.0,31.0,,17.5
Brent,2013,50.8,50.8,14.9,!,9.3,8.6,10.6,5.7,28034,29813,24968,,,,13915.0,74.4,125000.0,73900.0,51100.0,0.57,77.14710777,2.1685410259999998,12.78399062,1300.648351,41.0,105049.0,846.0,12.0,84.0,,20.2
Brent,2013,50.8,50.8,14.9,!,9.3,8.6,10.6,5.7,28034,29813,24968,,,,13915.0,74.4,125000.0,73900.0,51100.0,0.57,77.14710777,2.1685410259999998,12.78399062,1300.648351,41.0,105049.0,846.0,12.0,84.0,,21.3
Brent,2013,50.8,50.8,14.9,!,9.3,8.6,10.6,5.7,28034,29813,24968,,,,13915.0,74.4,125000.0,73900.0,51100.0,0.57,77.14710777,2.1685410259999998,12.78399062,1300.648351,41.0,105049.0,846.0,12.0,84.0,,20.2
Brent,2013,50.8,50.8,14.9,!,9.3,8.6,10.6,5.7,28034,29813,24968,,,,13915.0,74.4,125000.0,73900.0,51100.0,0.57,77.14710777,2.1685410259999998,12.78399062,1300.648351,41.0,105049.0,846.0,12.0,84.0,,21.3
Bromley,2013,51.9,51.9,15.2,2.1,13.1,8.9,4.8,4,28126,32878,25214,,,,14065.0,78.6,131100.0,61800.0,69300.0,0.64,61.16722607,2.230268104,11.48226323,1342.9608,50.0,164086.0,1197.0,12.0,70.0,,13.7
Bromley,2013,51.9,51.9,15.2,2.1,13.1,8.9,4.8,4,28126,32878,25214,,,,14065.0,78.6,131100.0,61800.0,69300.0,0.64,61.16722607,2.230268104,11.48226323,1342.9608,50.0,164086.0,1197.0,12.0,70.0,,14.4
Bromley,2013,51.9,51.9,15.2,2.1,13.1,8.9,4.8,4,28126,32878,25214,,,,14065.0,78.6,131100.0,61800.0,69300.0,0.64,61.16722607,2.230268104,11.48226323,1342.9608,50.0,164086.0,1197.0,12.0,70.0,,13.7
Bromley,2013,51.9,51.9,15.2,2.1,13.1,8.9,4.8,4,28126,32878,25214,,,,14065.0,78.6,131100.0,61800.0,69300.0,0.64,61.16722607,2.230268104,11.48226323,1342.9608,50.0,164086.0,1197.0,12.0,70.0,,14.4
Camden,2013,69.8,69.8,11.1,0.8,5.9,4.1,3.5,4.8,36336,38490,32746,,,,27530.0,73.6,354600.0,196300.0,158300.0,2.16,124.7001772,3.1777954810000004,15.58556323,1534.767954,29.0,57267.0,443.0,15.0,105.0,,22.4
Camden,2013,69.8,69.8,11.1,0.8,5.9,4.1,3.5,4.8,36336,38490,32746,,,,27530.0,73.6,354600.0,196300.0,158300.0,2.16,124.7001772,3.1777954810000004,15.58556323,1534.767954,29.0,57267.0,443.0,15.0,105.0,,28.1
Camden,2013,69.8,69.8,11.1,0.8,5.9,4.1,3.5,4.8,36336,38490,32746,,,,27530.0,73.6,354600.0,196300.0,158300.0,2.16,124.7001772,3.1777954810000004,15.58556323,1534.767954,29.0,57267.0,443.0,15.0,105.0,,22.4
Camden,2013,69.8,69.8,11.1,0.8,5.9,4.1,3.5,4.8,36336,38490,32746,,,,27530.0,73.6,354600.0,196300.0,158300.0,2.16,124.7001772,3.1777954810000004,15.58556323,1534.767954,29.0,57267.0,443.0,15.0,105.0,,28.1
Croydon,2013,47.8,47.8,16.3,2.9,11.7,9,8.2,4.1,30939,34423,24439,,,,13515.0,75.3,130100.0,69600.0,60600.0,0.53,75.65888312,2.4386187059999997,13.57497746,1461.761731,42.0,150390.0,1152.0,7.0,71.0,,19.3
Croydon,2013,47.8,47.8,16.3,2.9,11.7,9,8.2,4.1,30939,34423,24439,,,,13515.0,75.3,130100.0,69600.0,60600.0,0.53,75.65888312,2.4386187059999997,13.57497746,1461.761731,42.0,150390.0,1152.0,7.0,71.0,,21.1
Croydon,2013,47.8,47.8,16.3,2.9,11.7,9,8.2,4.1,30939,34423,24439,,,,13515.0,75.3,130100.0,69600.0,60600.0,0.53,75.65888312,2.4386187059999997,13.57497746,1461.761731,42.0,150390.0,1152.0,7.0,71.0,,19.3
Croydon,2013,47.8,47.8,16.3,2.9,11.7,9,8.2,4.1,30939,34423,24439,,,,13515.0,75.3,130100.0,69600.0,60600.0,0.53,75.65888312,2.4386187059999997,13.57497746,1461.761731,42.0,150390.0,1152.0,7.0,71.0,,21.1
Ealing,2013,51.9,51.9,14.1,3.2,10.6,9,5.8,5.3,29733,32156,26507,,,,16310.0,75.8,151900.0,89200.0,62700.0,0.65,75.58088609,2.195658902,12.0235683,1576.6136900000001,40.0,130754.0,1245.0,13.0,81.0,,18.5
Ealing,2013,51.9,51.9,14.1,3.2,10.6,9,5.8,5.3,29733,32156,26507,,,,16310.0,75.8,151900.0,89200.0,62700.0,0.65,75.58088609,2.195658902,12.0235683,1576.6136900000001,40.0,130754.0,1245.0,13.0,81.0,,19.5
Ealing,2013,51.9,51.9,14.1,3.2,10.6,9,5.8,5.3,29733,32156,26507,,,,16310.0,75.8,151900.0,89200.0,62700.0,0.65,75.58088609,2.195658902,12.0235683,1576.6136900000001,40.0,130754.0,1245.0,13.0,81.0,,18.5
Ealing,2013,51.9,51.9,14.1,3.2,10.6,9,5.8,5.3,29733,32156,26507,,,,16310.0,75.8,151900.0,89200.0,62700.0,0.65,75.58088609,2.195658902,12.0235683,1576.6136900000001,40.0,130754.0,1245.0,13.0,81.0,,19.5
Enfield,2013,44.3,44.3,14.9,!,14.2,10.9,11.6,3.5,25805,26527,24440,,,,12065.0,74.2,116200.0,58800.0,57300.0,0.57,70.60625725,2.54271131,12.86611923,1390.7948279999998,39.0,132441.0,1512.0,8.0,72.0,,24.6
Enfield,2013,44.3,44.3,14.9,!,14.2,10.9,11.6,3.5,25805,26527,24440,,,,12065.0,74.2,116200.0,58800.0,57300.0,0.57,70.60625725,2.54271131,12.86611923,1390.7948279999998,39.0,132441.0,1512.0,8.0,72.0,,24.9
Enfield,2013,44.3,44.3,14.9,!,14.2,10.9,11.6,3.5,25805,26527,24440,,,,12065.0,74.2,116200.0,58800.0,57300.0,0.57,70.60625725,2.54271131,12.86611923,1390.7948279999998,39.0,132441.0,1512.0,8.0,72.0,,24.6
Enfield,2013,44.3,44.3,14.9,!,14.2,10.9,11.6,3.5,25805,26527,24440,,,,12065.0,74.2,116200.0,58800.0,57300.0,0.57,70.60625725,2.54271131,12.86611923,1390.7948279999998,39.0,132441.0,1512.0,8.0,72.0,,24.9
Greenwich,2013,52.6,52.6,14.2,2.9,13.9,6.8,5.4,4.2,29251,32817,27541,,,,8320.0,72.7,84600.0,44800.0,39800.0,0.48,74.35380746,2.97718251,12.81817218,1009.469721,39.0,83247.0,1037.0,12.0,28.0,,22.4
Greenwich,2013,52.6,52.6,14.2,2.9,13.9,6.8,5.4,4.2,29251,32817,27541,,,,8320.0,72.7,84600.0,44800.0,39800.0,0.48,74.35380746,2.97718251,12.81817218,1009.469721,39.0,83247.0,1037.0,12.0,28.0,,24.7
Greenwich,2013,52.6,52.6,14.2,2.9,13.9,6.8,5.4,4.2,29251,32817,27541,,,,8320.0,72.7,84600.0,44800.0,39800.0,0.48,74.35380746,2.97718251,12.81817218,1009.469721,39.0,83247.0,1037.0,12.0,28.0,,22.4
Greenwich,2013,52.6,52.6,14.2,2.9,13.9,6.8,5.4,4.2,29251,32817,27541,,,,8320.0,72.7,84600.0,44800.0,39800.0,0.48,74.35380746,2.97718251,12.81817218,1009.469721,39.0,83247.0,1037.0,12.0,28.0,,24.7
Hackney,2013,58.6,58.6,9.5,2.5,9.1,7.5,7.7,5.1,33097,35032,30144,,,,14180.0,76.8,111600.0,58200.0,53400.0,0.6,101.1387875,2.673100758,12.28383046,880.7607578,25.0,46467.0,457.0,24.0,83.0,,26.0
Hackney,2013,58.6,58.6,9.5,2.5,9.1,7.5,7.7,5.1,33097,35032,30144,,,,14180.0,76.8,111600.0,58200.0,53400.0,0.6,101.1387875,2.673100758,12.28383046,880.7607578,25.0,46467.0,457.0,24.0,83.0,,27.9
Hackney,2013,58.6,58.6,9.5,2.5,9.1,7.5,7.7,5.1,33097,35032,30144,,,,14180.0,76.8,111600.0,58200.0,53400.0,0.6,101.1387875,2.673100758,12.28383046,880.7607578,25.0,46467.0,457.0,24.0,83.0,,26.0
Hackney,2013,58.6,58.6,9.5,2.5,9.1,7.5,7.7,5.1,33097,35032,30144,,,,14180.0,76.8,111600.0,58200.0,53400.0,0.6,101.1387875,2.673100758,12.28383046,880.7607578,25.0,46467.0,457.0,24.0,83.0,,27.9
Hammersmith and Fulham,2013,70.6,70.6,6.5,!,4.8,5.3,6.7,5.7,34554,38699,33149,,,,12850.0,73.4,141800.0,68000.0,73800.0,1.08,106.248426,2.27775135,13.26300473,973.3330864,21.0,49744.0,513.0,24.0,53.0,,21.6
Hammersmith and Fulham,2013,70.6,70.6,6.5,!,4.8,5.3,6.7,5.7,34554,38699,33149,,,,12850.0,73.4,141800.0,68000.0,73800.0,1.08,106.248426,2.27775135,13.26300473,973.3330864,21.0,49744.0,513.0,24.0,53.0,,24.2
Hammersmith and Fulham,2013,70.6,70.6,6.5,!,4.8,5.3,6.7,5.7,34554,38699,33149,,,,12850.0,73.4,141800.0,68000.0,73800.0,1.08,106.248426,2.27775135,13.26300473,973.3330864,21.0,49744.0,513.0,24.0,53.0,,21.6
Hammersmith and Fulham,2013,70.6,70.6,6.5,!,4.8,5.3,6.7,5.7,34554,38699,33149,,,,12850.0,73.4,141800.0,68000.0,73800.0,1.08,106.248426,2.27775135,13.26300473,973.3330864,21.0,49744.0,513.0,24.0,53.0,,24.2
Haringey,2013,61.9,61.9,9.1,0.9,9.6,5.5,7.3,5.8,29609,31472,27668,,,,11020.0,74.4,85500.0,46000.0,39500.0,0.45,83.80855474,2.0692064119999998,13.20723197,895.8052132000001,36.0,69296.0,530.0,15.0,106.0,,23.0
Haringey,2013,61.9,61.9,9.1,0.9,9.6,5.5,7.3,5.8,29609,31472,27668,,,,11020.0,74.4,85500.0,46000.0,39500.0,0.45,83.80855474,2.0692064119999998,13.20723197,895.8052132000001,36.0,69296.0,530.0,15.0,106.0,,24.8
Haringey,2013,61.9,61.9,9.1,0.9,9.6,5.5,7.3,5.8,29609,31472,27668,,,,11020.0,74.4,85500.0,46000.0,39500.0,0.45,83.80855474,2.0692064119999998,13.20723197,895.8052132000001,36.0,69296.0,530.0,15.0,106.0,,23.0
Haringey,2013,61.9,61.9,9.1,0.9,9.6,5.5,7.3,5.8,29609,31472,27668,,,,11020.0,74.4,85500.0,46000.0,39500.0,0.45,83.80855474,2.0692064119999998,13.20723197,895.8052132000001,36.0,69296.0,530.0,15.0,106.0,,24.8
Harrow,2013,52.2,52.2,15.5,0.9,10.7,6.1,12,2.5,25784,28804,21311,,,,12970.0,76.5,78200.0,37500.0,40700.0,0.49,50.27694229,1.528524235,10.40382624,840.8234171,49.0,106827.0,569.0,5.0,38.0,,12.9
Harrow,2013,52.2,52.2,15.5,0.9,10.7,6.1,12,2.5,25784,28804,21311,,,,12970.0,76.5,78200.0,37500.0,40700.0,0.49,50.27694229,1.528524235,10.40382624,840.8234171,49.0,106827.0,569.0,5.0,38.0,,15.0
Harrow,2013,52.2,52.2,15.5,0.9,10.7,6.1,12,2.5,25784,28804,21311,,,,12970.0,76.5,78200.0,37500.0,40700.0,0.49,50.27694229,1.528524235,10.40382624,840.8234171,49.0,106827.0,569.0,5.0,38.0,,12.9
Harrow,2013,52.2,52.2,15.5,0.9,10.7,6.1,12,2.5,25784,28804,21311,,,,12970.0,76.5,78200.0,37500.0,40700.0,0.49,50.27694229,1.528524235,10.40382624,840.8234171,49.0,106827.0,569.0,5.0,38.0,,15.0
Havering,2013,26.6,26.6,21.3,3.8,21.8,14.5,7,5,29858,28616,30128,,,,8865.0,75.3,90100.0,45000.0,45200.0,0.6,62.4876074,2.338070059,12.81022802,1150.884021,32.0,127860.0,1510.0,9.0,51.0,,17.9
Havering,2013,26.6,26.6,21.3,3.8,21.8,14.5,7,5,29858,28616,30128,,,,8865.0,75.3,90100.0,45000.0,45200.0,0.6,62.4876074,2.338070059,12.81022802,1150.884021,32.0,127860.0,1510.0,9.0,51.0,,17.5
Havering,2013,26.6,26.6,21.3,3.8,21.8,14.5,7,5,29858,28616,30128,,,,8865.0,75.3,90100.0,45000.0,45200.0,0.6,62.4876074,2.338070059,12.81022802,1150.884021,32.0,127860.0,1510.0,9.0,51.0,,17.9
Havering,2013,26.6,26.6,21.3,3.8,21.8,14.5,7,5,29858,28616,30128,,,,8865.0,75.3,90100.0,45000.0,45200.0,0.6,62.4876074,2.338070059,12.81022802,1150.884021,32.0,127860.0,1510.0,9.0,51.0,,17.5
Hillingdon,2013,46.5,46.5,15.1,2.4,14.1,10.4,8,3.5,35738,38734,29431,,,,11630.0,75.0,213600.0,120800.0,92800.0,1.13,67.18130025,2.8974289239999997,15.50176775,2007.5676190000001,43.0,153044.0,2129.0,13.0,59.0,,17.2
Hillingdon,2013,46.5,46.5,15.1,2.4,14.1,10.4,8,3.5,35738,38734,29431,,,,11630.0,75.0,213600.0,120800.0,92800.0,1.13,67.18130025,2.8974289239999997,15.50176775,2007.5676190000001,43.0,153044.0,2129.0,13.0,59.0,,17.6
Hillingdon,2013,46.5,46.5,15.1,2.4,14.1,10.4,8,3.5,35738,38734,29431,,,,11630.0,75.0,213600.0,120800.0,92800.0,1.13,67.18130025,2.8974289239999997,15.50176775,2007.5676190000001,43.0,153044.0,2129.0,13.0,59.0,,17.2
Hillingdon,2013,46.5,46.5,15.1,2.4,14.1,10.4,8,3.5,35738,38734,29431,,,,11630.0,75.0,213600.0,120800.0,92800.0,1.13,67.18130025,2.8974289239999997,15.50176775,2007.5676190000001,43.0,153044.0,2129.0,13.0,59.0,,17.6
Hounslow,2013,49.3,49.3,8.6,0.9,12,8.8,13.2,7.1,31173,34381,25528,,,,12230.0,76.2,167400.0,99900.0,67500.0,0.93,74.9522688,2.560907293,12.53015354,1424.977048,35.0,107675.0,1506.0,15.0,64.0,,18.1
Hounslow,2013,49.3,49.3,8.6,0.9,12,8.8,13.2,7.1,31173,34381,25528,,,,12230.0,76.2,167400.0,99900.0,67500.0,0.93,74.9522688,2.560907293,12.53015354,1424.977048,35.0,107675.0,1506.0,15.0,64.0,,19.7
Hounslow,2013,49.3,49.3,8.6,0.9,12,8.8,13.2,7.1,31173,34381,25528,,,,12230.0,76.2,167400.0,99900.0,67500.0,0.93,74.9522688,2.560907293,12.53015354,1424.977048,35.0,107675.0,1506.0,15.0,64.0,,18.1
Hounslow,2013,49.3,49.3,8.6,0.9,12,8.8,13.2,7.1,31173,34381,25528,,,,12230.0,76.2,167400.0,99900.0,67500.0,0.93,74.9522688,2.560907293,12.53015354,1424.977048,35.0,107675.0,1506.0,15.0,64.0,,19.7
Islington,2013,72.1,72.1,7.3,0.6,4.7,4.5,4.1,6.7,37325,41081,32818,,,,16850.0,72.5,220100.0,118900.0,101300.0,1.36,114.078649,2.489949784,14.82238822,1051.869533,33.0,42283.0,391.0,21.0,71.0,,30.5
Islington,2013,72.1,72.1,7.3,0.6,4.7,4.5,4.1,6.7,37325,41081,32818,,,,16850.0,72.5,220100.0,118900.0,101300.0,1.36,114.078649,2.489949784,14.82238822,1051.869533,33.0,42283.0,391.0,21.0,71.0,,32.6
Islington,2013,72.1,72.1,7.3,0.6,4.7,4.5,4.1,6.7,37325,41081,32818,,,,16850.0,72.5,220100.0,118900.0,101300.0,1.36,114.078649,2.489949784,14.82238822,1051.869533,33.0,42283.0,391.0,21.0,71.0,,30.5
Islington,2013,72.1,72.1,7.3,0.6,4.7,4.5,4.1,6.7,37325,41081,32818,,,,16850.0,72.5,220100.0,118900.0,101300.0,1.36,114.078649,2.489949784,14.82238822,1051.869533,33.0,42283.0,391.0,21.0,71.0,,32.6
Kensington and Chelsea,2013,67.3,67.3,7.9,!,7,4.3,7.4,6.1,31307,29322,32207,,,,12985.0,74.5,142700.0,66300.0,76400.0,1.29,115.5250202,2.050207592,13.15153541,1227.733375,25.0,48159.0,487.0,16.0,64.0,,14.2
Kensington and Chelsea,2013,67.3,67.3,7.9,!,7,4.3,7.4,6.1,31307,29322,32207,,,,12985.0,74.5,142700.0,66300.0,76400.0,1.29,115.5250202,2.050207592,13.15153541,1227.733375,25.0,48159.0,487.0,16.0,64.0,,20.8
Kensington and Chelsea,2013,67.3,67.3,7.9,!,7,4.3,7.4,6.1,31307,29322,32207,,,,12985.0,74.5,142700.0,66300.0,76400.0,1.29,115.5250202,2.050207592,13.15153541,1227.733375,25.0,48159.0,487.0,16.0,64.0,,14.2
Kensington and Chelsea,2013,67.3,67.3,7.9,!,7,4.3,7.4,6.1,31307,29322,32207,,,,12985.0,74.5,142700.0,66300.0,76400.0,1.29,115.5250202,2.050207592,13.15153541,1227.733375,25.0,48159.0,487.0,16.0,64.0,,20.8
Kingston upon Thames,2013,58.8,58.8,12.8,1.9,11.3,7.6,6,1.6,29450,32055,26337,,,,8130.0,76.8,81300.0,39800.0,41600.0,0.71,55.68579017,1.804632089,11.7001313,759.3820491,46.0,73759.0,890.0,21.0,37.0,,10.0
Kingston upon Thames,2013,58.8,58.8,12.8,1.9,11.3,7.6,6,1.6,29450,32055,26337,,,,8130.0,76.8,81300.0,39800.0,41600.0,0.71,55.68579017,1.804632089,11.7001313,759.3820491,46.0,73759.0,890.0,21.0,37.0,,11.8
Kingston upon Thames,2013,58.8,58.8,12.8,1.9,11.3,7.6,6,1.6,29450,32055,26337,,,,8130.0,76.8,81300.0,39800.0,41600.0,0.71,55.68579017,1.804632089,11.7001313,759.3820491,46.0,73759.0,890.0,21.0,37.0,,10.0
Kingston upon Thames,2013,58.8,58.8,12.8,1.9,11.3,7.6,6,1.6,29450,32055,26337,,,,8130.0,76.8,81300.0,39800.0,41600.0,0.71,55.68579017,1.804632089,11.7001313,759.3820491,46.0,73759.0,890.0,21.0,37.0,,11.8
Lambeth,2013,68.8,68.8,9.7,1.1,5.6,3.8,7.3,3.7,35397,38439,31883,,,,17925.0,63.8,170100.0,87500.0,82700.0,0.72,104.7695725,2.526715079,14.16519752,1259.0789300000001,21.0,71645.0,704.0,20.0,133.0,,25.5
Lambeth,2013,68.8,68.8,9.7,1.1,5.6,3.8,7.3,3.7,35397,38439,31883,,,,17925.0,63.8,170100.0,87500.0,82700.0,0.72,104.7695725,2.526715079,14.16519752,1259.0789300000001,21.0,71645.0,704.0,20.0,133.0,,27.3
Lambeth,2013,68.8,68.8,9.7,1.1,5.6,3.8,7.3,3.7,35397,38439,31883,,,,17925.0,63.8,170100.0,87500.0,82700.0,0.72,104.7695725,2.526715079,14.16519752,1259.0789300000001,21.0,71645.0,704.0,20.0,133.0,,25.5
Lambeth,2013,68.8,68.8,9.7,1.1,5.6,3.8,7.3,3.7,35397,38439,31883,,,,17925.0,63.8,170100.0,87500.0,82700.0,0.72,104.7695725,2.526715079,14.16519752,1259.0789300000001,21.0,71645.0,704.0,20.0,133.0,,27.3
Lewisham,2013,59.4,59.4,13.2,1.2,9,6.6,6.5,4,30478,30853,29796,,,,8885.0,73.4,83200.0,36300.0,46900.0,0.41,78.01733175,2.519393389,12.59487036,935.4709427000001,18.0,82843.0,734.0,13.0,64.0,,24.2
Lewisham,2013,59.4,59.4,13.2,1.2,9,6.6,6.5,4,30478,30853,29796,,,,8885.0,73.4,83200.0,36300.0,46900.0,0.41,78.01733175,2.519393389,12.59487036,935.4709427000001,18.0,82843.0,734.0,13.0,64.0,,25.7
Lewisham,2013,59.4,59.4,13.2,1.2,9,6.6,6.5,4,30478,30853,29796,,,,8885.0,73.4,83200.0,36300.0,46900.0,0.41,78.01733175,2.519393389,12.59487036,935.4709427000001,18.0,82843.0,734.0,13.0,64.0,,24.2
Lewisham,2013,59.4,59.4,13.2,1.2,9,6.6,6.5,4,30478,30853,29796,,,,8885.0,73.4,83200.0,36300.0,46900.0,0.41,78.01733175,2.519393389,12.59487036,935.4709427000001,18.0,82843.0,734.0,13.0,64.0,,25.7
Merton,2013,58.0,58.0,12.5,2.9,7.1,6.4,8.8,4.3,28610,29794,26872,,,,10560.0,78.4,97500.0,52300.0,45100.0,0.7,57.06047052,2.115902235,11.06912111,849.6036141000001,39.0,83868.0,576.0,19.0,32.0,,13.8
Merton,2013,58.0,58.0,12.5,2.9,7.1,6.4,8.8,4.3,28610,29794,26872,,,,10560.0,78.4,97500.0,52300.0,45100.0,0.7,57.06047052,2.115902235,11.06912111,849.6036141000001,39.0,83868.0,576.0,19.0,32.0,,14.9
Merton,2013,58.0,58.0,12.5,2.9,7.1,6.4,8.8,4.3,28610,29794,26872,,,,10560.0,78.4,97500.0,52300.0,45100.0,0.7,57.06047052,2.115902235,11.06912111,849.6036141000001,39.0,83868.0,576.0,19.0,32.0,,13.8
Merton,2013,58.0,58.0,12.5,2.9,7.1,6.4,8.8,4.3,28610,29794,26872,,,,10560.0,78.4,97500.0,52300.0,45100.0,0.7,57.06047052,2.115902235,11.06912111,849.6036141000001,39.0,83868.0,576.0,19.0,32.0,,14.9
Newham,2013,47.6,47.6,12.1,!,10.8,4,16.1,9.2,29334,33610,26974,,,,8540.0,70.0,103700.0,52400.0,51300.0,0.46,90.97279615,2.919299745,13.0699155,1451.508453,18.0,70026.0,834.0,7.0,57.0,,22.7
Newham,2013,47.6,47.6,12.1,!,10.8,4,16.1,9.2,29334,33610,26974,,,,8540.0,70.0,103700.0,52400.0,51300.0,0.46,90.97279615,2.919299745,13.0699155,1451.508453,18.0,70026.0,834.0,7.0,57.0,,25.3
Newham,2013,47.6,47.6,12.1,!,10.8,4,16.1,9.2,29334,33610,26974,,,,8540.0,70.0,103700.0,52400.0,51300.0,0.46,90.97279615,2.919299745,13.0699155,1451.508453,18.0,70026.0,834.0,7.0,57.0,,22.7
Newham,2013,47.6,47.6,12.1,!,10.8,4,16.1,9.2,29334,33610,26974,,,,8540.0,70.0,103700.0,52400.0,51300.0,0.46,90.97279615,2.919299745,13.0699155,1451.508453,18.0,70026.0,834.0,7.0,57.0,,25.3
Redbridge,2013,53.8,53.8,14,1.8,13,6.6,7,3.7,31215,35804,-,,,,12085.0,74.7,84600.0,41100.0,43500.0,0.45,69.53155353,2.064022867,11.56269079,965.0255322,29.0,112189.0,1084.0,10.0,51.0,,15.1
Redbridge,2013,53.8,53.8,14,1.8,13,6.6,7,3.7,31215,35804,-,,,,12085.0,74.7,84600.0,41100.0,43500.0,0.45,69.53155353,2.064022867,11.56269079,965.0255322,29.0,112189.0,1084.0,10.0,51.0,,17.8
Redbridge,2013,53.8,53.8,14,1.8,13,6.6,7,3.7,31215,35804,-,,,,12085.0,74.7,84600.0,41100.0,43500.0,0.45,69.53155353,2.064022867,11.56269079,965.0255322,29.0,112189.0,1084.0,10.0,51.0,,15.1
