Borough,Callout_type,Date,Number of reported incidents
EALING,FALSE ALARMS AFAS NONDOM,201303,61
EALING,FALSE ALARMS GOOD INTENT,201303,31
EALING,MALICIOUS FALSE ALARMS,201303,1
EALING,NONDOMFIRES NONRRO,201303,2
EALING,NONDOMFIRES RRO,201303,5
EALING,PRIMARY FIRES,201303,31
EALING,PRIMARY FIRES IN DWELLINGS,201303,17
EALING,ROAD TRAFFIC COLLISIONS,201303,8
EALING,RUBBISH FIRES,201303,14
EALING,SECONDARY FIRES,201303,17
EALING,SHUT-IN-LIFT RELEASES,201303,12
EALING,SPECIAL SERVICE ENTRY & EXIT,201303,19
ENFIELD,ACCIDENTAL FIRES IN RUBBISH,201303,12
ENFIELD,ACCIDENTAL OPEN LAND FIRES,201303,1
ENFIELD,ACCIDENTAL VEHICLE FIRES,201303,2
ENFIELD,ALL DELIBERATE FIRES,201303,9
ENFIELD,ALL FALSE ALARMS,201303,114
ENFIELD,ALL FIRES,201303,53
ENFIELD,ALL SPECIAL SERVICES,201303,102
ENFIELD,CARE HOME FIRES,201303,1
ENFIELD,DELIBERATE FIRES IN RUBBISH,201303,4
ENFIELD,DELIBERATE OPEN LAND FIRES,201303,0
ENFIELD,DELIBERATE VEHICLE FIRES,201303,3
ENFIELD,FALSE ALARMS AFAS DOM,201303,18
ENFIELD,FALSE ALARMS AFAS NONDOM,201303,61
ENFIELD,FALSE ALARMS GOOD INTENT,201303,30
ENFIELD,MALICIOUS FALSE ALARMS,201303,5
ENFIELD,NONDOMFIRES NONRRO,201303,2
ENFIELD,NONDOMFIRES RRO,201303,8
ENFIELD,PRIMARY FIRES,201303,36
ENFIELD,PRIMARY FIRES IN DWELLINGS,201303,20
ENFIELD,ROAD TRAFFIC COLLISIONS,201303,16
ENFIELD,RUBBISH FIRES,201303,16
ENFIELD,SECONDARY FIRES,201303,17
ENFIELD,SHUT-IN-LIFT RELEASES,201303,15
ENFIELD,SPECIAL SERVICE ENTRY & EXIT,201303,24
GREENWICH,ACCIDENTAL FIRES IN RUBBISH,201303,14
GREENWICH,ACCIDENTAL OPEN LAND FIRES,201303,2
GREENWICH,ACCIDENTAL VEHICLE FIRES,201303,4
GREENWICH,ALL DELIBERATE FIRES,201303,13
GREENWICH,ALL FALSE ALARMS,201303,94
GREENWICH,ALL FIRES,201303,55
GREENWICH,ALL SPECIAL SERVICES,201303,78
GREENWICH,CARE HOME FIRES,201303,0
GREENWICH,DELIBERATE FIRES IN RUBBISH,201303,1
GREENWICH,DELIBERATE OPEN LAND FIRES,201303,0
GREENWICH,DELIBERATE VEHICLE FIRES,201303,4
GREENWICH,FALSE ALARMS AFAS DOM,201303,21
GREENWICH,FALSE ALARMS AFAS NONDOM,201303,42
GREENWICH,FALSE ALARMS GOOD INTENT,201303,28
GREENWICH,MALICIOUS FALSE ALARMS,201303,3
GREENWICH,NONDOMFIRES NONRRO,201303,0
GREENWICH,NONDOMFIRES RRO,201303,8
GREENWICH,PRIMARY FIRES,201303,37
GREENWICH,PRIMARY FIRES IN DWELLINGS,201303,21
GREENWICH,ROAD TRAFFIC COLLISIONS,201303,10
GREENWICH,RUBBISH FIRES,201303,15
GREENWICH,SECONDARY FIRES,201303,18
GREENWICH,SHUT-IN-LIFT RELEASES,201303,15
GREENWICH,SPECIAL SERVICE ENTRY & EXIT,201303,21
HACKNEY,ACCIDENTAL FIRES IN RUBBISH,201303,16
HACKNEY,ACCIDENTAL OPEN LAND FIRES,201303,3
HACKNEY,ACCIDENTAL VEHICLE FIRES,201303,3
HACKNEY,ALL DELIBERATE FIRES,201303,7
HACKNEY,ALL FALSE ALARMS,201303,153
HACKNEY,ALL FIRES,201303,55
HACKNEY,ALL SPECIAL SERVICES,201303,125
HACKNEY,CARE HOME FIRES,201303,0
HACKNEY,DELIBERATE FIRES IN RUBBISH,201303,2
HACKNEY,DELIBERATE OPEN LAND FIRES,201303,0
HACKNEY,DELIBERATE VEHICLE FIRES,201303,2
HACKNEY,FALSE ALARMS AFAS DOM,201303,51
HACKNEY,FALSE ALARMS AFAS NONDOM,201303,67
HACKNEY,FALSE ALARMS GOOD INTENT,201303,33
HACKNEY,MALICIOUS FALSE ALARMS,201303,2
HACKNEY,NONDOMFIRES NONRRO,201303,1
HACKNEY,NONDOMFIRES RRO,201303,2
HACKNEY,PRIMARY FIRES,201303,31
HACKNEY,PRIMARY FIRES IN DWELLINGS,201303,22
HACKNEY,ROAD TRAFFIC COLLISIONS,201303,4
HACKNEY,RUBBISH FIRES,201303,18
HACKNEY,SECONDARY FIRES,201303,24
HACKNEY,SHUT-IN-LIFT RELEASES,201303,38
HACKNEY,SPECIAL SERVICE ENTRY & EXIT,201303,33
HAMMERSMITH AND FULHAM,ACCIDENTAL FIRES IN RUBBISH,201303,6
HAMMERSMITH AND FULHAM,ACCIDENTAL OPEN LAND FIRES,201303,1
HAMMERSMITH AND FULHAM,ACCIDENTAL VEHICLE FIRES,201303,3
HAMMERSMITH AND FULHAM,ALL DELIBERATE FIRES,201303,4
HAMMERSMITH AND FULHAM,ALL FALSE ALARMS,201303,124
HAMMERSMITH AND FULHAM,ALL FIRES,201303,32
HAMMERSMITH AND FULHAM,ALL SPECIAL SERVICES,201303,58
HAMMERSMITH AND FULHAM,CARE HOME FIRES,201303,2
HAMMERSMITH AND FULHAM,DELIBERATE FIRES IN RUBBISH,201303,1
HAMMERSMITH AND FULHAM,DELIBERATE OPEN LAND FIRES,201303,0
HAMMERSMITH AND FULHAM,DELIBERATE VEHICLE FIRES,201303,0
HAMMERSMITH AND FULHAM,FALSE ALARMS AFAS DOM,201303,48
HAMMERSMITH AND FULHAM,FALSE ALARMS AFAS NONDOM,201303,52
HAMMERSMITH AND FULHAM,FALSE ALARMS GOOD INTENT,201303,18
HAMMERSMITH AND FULHAM,MALICIOUS FALSE ALARMS,201303,6
HAMMERSMITH AND FULHAM,NONDOMFIRES NONRRO,201303,0
HAMMERSMITH AND FULHAM,NONDOMFIRES RRO,201303,6
HAMMERSMITH AND FULHAM,PRIMARY FIRES,201303,24
HAMMERSMITH AND FULHAM,PRIMARY FIRES IN DWELLINGS,201303,15
HAMMERSMITH AND FULHAM,ROAD TRAFFIC COLLISIONS,201303,2
HAMMERSMITH AND FULHAM,RUBBISH FIRES,201303,7
HAMMERSMITH AND FULHAM,SECONDARY FIRES,201303,8
HAMMERSMITH AND FULHAM,SHUT-IN-LIFT RELEASES,201303,15
HAMMERSMITH AND FULHAM,SPECIAL SERVICE ENTRY & EXIT,201303,10
HARINGEY,ACCIDENTAL FIRES IN RUBBISH,201303,11
HARINGEY,ACCIDENTAL OPEN LAND FIRES,201303,1
HARINGEY,ACCIDENTAL VEHICLE FIRES,201303,5
HARINGEY,ALL DELIBERATE FIRES,201303,2
HARINGEY,ALL FALSE ALARMS,201303,73
HARINGEY,ALL FIRES,201303,39
HARINGEY,ALL SPECIAL SERVICES,201303,85
HARINGEY,CARE HOME FIRES,201303,0
HARINGEY,DELIBERATE FIRES IN RUBBISH,201303,1
HARINGEY,DELIBERATE OPEN LAND FIRES,201303,0
HARINGEY,DELIBERATE VEHICLE FIRES,201303,1
HARINGEY,FALSE ALARMS AFAS DOM,201303,34
HARINGEY,FALSE ALARMS AFAS NONDOM,201303,8
HARINGEY,FALSE ALARMS GOOD INTENT,201303,25
HARINGEY,MALICIOUS FALSE ALARMS,201303,6
HARINGEY,NONDOMFIRES NONRRO,201303,0
HARINGEY,NONDOMFIRES RRO,201303,6
HARINGEY,PRIMARY FIRES,201303,25
HARINGEY,PRIMARY FIRES IN DWELLINGS,201303,13
HARINGEY,ROAD TRAFFIC COLLISIONS,201303,8
HARINGEY,RUBBISH FIRES,201303,12
HARINGEY,SECONDARY FIRES,201303,14
HARINGEY,SHUT-IN-LIFT RELEASES,201303,7
HARINGEY,SPECIAL SERVICE ENTRY & EXIT,201303,22
HARROW,ACCIDENTAL FIRES IN RUBBISH,201303,5
HARROW,ACCIDENTAL OPEN LAND FIRES,201303,3
HARROW,ACCIDENTAL VEHICLE FIRES,201303,1
HARROW,ALL DELIBERATE FIRES,201303,0
HARROW,ALL FALSE ALARMS,201303,102
HARROW,ALL FIRES,201303,23
HARROW,ALL SPECIAL SERVICES,201303,41
HARROW,CARE HOME FIRES,201303,0
HARROW,DELIBERATE FIRES IN RUBBISH,201303,0
HARROW,DELIBERATE OPEN LAND FIRES,201303,0
HARROW,DELIBERATE VEHICLE FIRES,201303,0
HARROW,FALSE ALARMS AFAS DOM,201303,41
HARROW,FALSE ALARMS AFAS NONDOM,201303,39
HARROW,FALSE ALARMS GOOD INTENT,201303,20
HARROW,MALICIOUS FALSE ALARMS,201303,2
HARROW,NONDOMFIRES NONRRO,201303,1
HARROW,NONDOMFIRES RRO,201303,2
HARROW,PRIMARY FIRES,201303,15
HARROW,PRIMARY FIRES IN DWELLINGS,201303,11
HARROW,ROAD TRAFFIC COLLISIONS,201303,7
HARROW,RUBBISH FIRES,201303,5
HARROW,SECONDARY FIRES,201303,8
HARROW,SHUT-IN-LIFT RELEASES,201303,10
HARROW,SPECIAL SERVICE ENTRY & EXIT,201303,9
HAVERING,ACCIDENTAL FIRES IN RUBBISH,201303,3
HAVERING,ACCIDENTAL OPEN LAND FIRES,201303,5
HAVERING,ACCIDENTAL VEHICLE FIRES,201303,5
HAVERING,ALL DELIBERATE FIRES,201303,15
HAVERING,ALL FALSE ALARMS,201303,77
HAVERING,ALL FIRES,201303,43
HAVERING,ALL SPECIAL SERVICES,201303,50
HAVERING,CARE HOME FIRES,201303,0
HAVERING,DELIBERATE FIRES IN RUBBISH,201303,5
HAVERING,DELIBERATE OPEN LAND FIRES,201303,2
HAVERING,DELIBERATE VEHICLE FIRES,201303,4
HAVERING,FALSE ALARMS AFAS DOM,201303,18
HAVERING,FALSE ALARMS AFAS NONDOM,201303,34
HAVERING,FALSE ALARMS GOOD INTENT,201303,23
HAVERING,MALICIOUS FALSE ALARMS,201303,2
HAVERING,NONDOMFIRES NONRRO,201303,1
HAVERING,NONDOMFIRES RRO,201303,7
HAVERING,PRIMARY FIRES,201303,26
HAVERING,PRIMARY FIRES IN DWELLINGS,201303,9
HAVERING,ROAD TRAFFIC COLLISIONS,201303,16
HAVERING,RUBBISH FIRES,201303,8
HAVERING,SECONDARY FIRES,201303,17
HAVERING,SHUT-IN-LIFT RELEASES,201303,1
HAVERING,SPECIAL SERVICE ENTRY & EXIT,201303,8
HILLINGDON,ACCIDENTAL FIRES IN RUBBISH,201303,16
HILLINGDON,ACCIDENTAL OPEN LAND FIRES,201303,8
HILLINGDON,ACCIDENTAL VEHICLE FIRES,201303,8
HILLINGDON,ALL DELIBERATE FIRES,201303,15
HILLINGDON,ALL FALSE ALARMS,201303,177
HILLINGDON,ALL FIRES,201303,67
HILLINGDON,ALL SPECIAL SERVICES,201303,66
HILLINGDON,CARE HOME FIRES,201303,2
HILLINGDON,DELIBERATE FIRES IN RUBBISH,201303,6
HILLINGDON,DELIBERATE OPEN LAND FIRES,201303,1
HILLINGDON,DELIBERATE VEHICLE FIRES,201303,3
HILLINGDON,FALSE ALARMS AFAS DOM,201303,23
HILLINGDON,FALSE ALARMS AFAS NONDOM,201303,108
HILLINGDON,FALSE ALARMS GOOD INTENT,201303,40
HILLINGDON,MALICIOUS FALSE ALARMS,201303,5
HILLINGDON,NONDOMFIRES NONRRO,201303,1
HILLINGDON,NONDOMFIRES RRO,201303,4
HILLINGDON,PRIMARY FIRES,201303,36
HILLINGDON,PRIMARY FIRES IN DWELLINGS,201303,19
HILLINGDON,ROAD TRAFFIC COLLISIONS,201303,14
HILLINGDON,RUBBISH FIRES,201303,22
HILLINGDON,SECONDARY FIRES,201303,31
HILLINGDON,SHUT-IN-LIFT RELEASES,201303,9
HILLINGDON,SPECIAL SERVICE ENTRY & EXIT,201303,9
HOUNSLOW,ACCIDENTAL FIRES IN RUBBISH,201303,8
HOUNSLOW,ACCIDENTAL OPEN LAND FIRES,201303,3
HOUNSLOW,ACCIDENTAL VEHICLE FIRES,201303,4
HOUNSLOW,ALL DELIBERATE FIRES,201303,13
HOUNSLOW,ALL FALSE ALARMS,201303,87
HOUNSLOW,ALL FIRES,201303,44
HOUNSLOW,ALL SPECIAL SERVICES,201303,53
HOUNSLOW,CARE HOME FIRES,201303,2
HOUNSLOW,DELIBERATE FIRES IN RUBBISH,201303,3
HOUNSLOW,DELIBERATE OPEN LAND FIRES,201303,2
HOUNSLOW,DELIBERATE VEHICLE FIRES,201303,4
HOUNSLOW,FALSE ALARMS AFAS DOM,201303,25
HOUNSLOW,FALSE ALARMS AFAS NONDOM,201303,31
HOUNSLOW,FALSE ALARMS GOOD INTENT,201303,30
HOUNSLOW,MALICIOUS FALSE ALARMS,201303,1
HOUNSLOW,NONDOMFIRES NONRRO,201303,2
HOUNSLOW,NONDOMFIRES RRO,201303,6
HOUNSLOW,PRIMARY FIRES,201303,28
HOUNSLOW,PRIMARY FIRES IN DWELLINGS,201303,12
HOUNSLOW,ROAD TRAFFIC COLLISIONS,201303,8
HOUNSLOW,RUBBISH FIRES,201303,11
HOUNSLOW,SECONDARY FIRES,201303,16
HOUNSLOW,SHUT-IN-LIFT RELEASES,201303,10
HOUNSLOW,SPECIAL SERVICE ENTRY & EXIT,201303,6
ISLINGTON,ACCIDENTAL FIRES IN RUBBISH,201303,19
ISLINGTON,ACCIDENTAL OPEN LAND FIRES,201303,1
ISLINGTON,ACCIDENTAL VEHICLE FIRES,201303,1
ISLINGTON,ALL DELIBERATE FIRES,201303,15
ISLINGTON,ALL FALSE ALARMS,201303,156
ISLINGTON,ALL FIRES,201303,64
ISLINGTON,ALL SPECIAL SERVICES,201303,107
ISLINGTON,CARE HOME FIRES,201303,1
ISLINGTON,DELIBERATE FIRES IN RUBBISH,201303,4
ISLINGTON,DELIBERATE OPEN LAND FIRES,201303,2
ISLINGTON,DELIBERATE VEHICLE FIRES,201303,1
ISLINGTON,FALSE ALARMS AFAS DOM,201303,33
ISLINGTON,FALSE ALARMS AFAS NONDOM,201303,82
ISLINGTON,FALSE ALARMS GOOD INTENT,201303,37
ISLINGTON,MALICIOUS FALSE ALARMS,201303,4
ISLINGTON,NONDOMFIRES NONRRO,201303,0
ISLINGTON,NONDOMFIRES RRO,201303,11
ISLINGTON,PRIMARY FIRES,201303,37
ISLINGTON,PRIMARY FIRES IN DWELLINGS,201303,24
ISLINGTON,ROAD TRAFFIC COLLISIONS,201303,6
ISLINGTON,RUBBISH FIRES,201303,23
ISLINGTON,SECONDARY FIRES,201303,27
ISLINGTON,SHUT-IN-LIFT RELEASES,201303,40
ISLINGTON,SPECIAL SERVICE ENTRY & EXIT,201303,25
KENSINGTON AND CHELSEA,ACCIDENTAL FIRES IN RUBBISH,201303,9
KENSINGTON AND CHELSEA,ACCIDENTAL OPEN LAND FIRES,201303,0
KENSINGTON AND CHELSEA,ACCIDENTAL VEHICLE FIRES,201303,2
KENSINGTON AND CHELSEA,ALL DELIBERATE FIRES,201303,2
KENSINGTON AND CHELSEA,ALL FALSE ALARMS,201303,190
KENSINGTON AND CHELSEA,ALL FIRES,201303,20
KENSINGTON AND CHELSEA,ALL SPECIAL SERVICES,201303,88
KENSINGTON AND CHELSEA,CARE HOME FIRES,201303,0
KENSINGTON AND CHELSEA,DELIBERATE FIRES IN RUBBISH,201303,0
KENSINGTON AND CHELSEA,DELIBERATE OPEN LAND FIRES,201303,0
KENSINGTON AND CHELSEA,DELIBERATE VEHICLE FIRES,201303,1
KENSINGTON AND CHELSEA,FALSE ALARMS AFAS DOM,201303,82
KENSINGTON AND CHELSEA,FALSE ALARMS AFAS NONDOM,201303,80
KENSINGTON AND CHELSEA,FALSE ALARMS GOOD INTENT,201303,23
KENSINGTON AND CHELSEA,MALICIOUS FALSE ALARMS,201303,4
KENSINGTON AND CHELSEA,NONDOMFIRES NONRRO,201303,0
KENSINGTON AND CHELSEA,NONDOMFIRES RRO,201303,5
KENSINGTON AND CHELSEA,PRIMARY FIRES,201303,11
KENSINGTON AND CHELSEA,PRIMARY FIRES IN DWELLINGS,201303,3
KENSINGTON AND CHELSEA,ROAD TRAFFIC COLLISIONS,201303,5
KENSINGTON AND CHELSEA,RUBBISH FIRES,201303,9
KENSINGTON AND CHELSEA,SECONDARY FIRES,201303,9
KENSINGTON AND CHELSEA,SHUT-IN-LIFT RELEASES,201303,30
KENSINGTON AND CHELSEA,SPECIAL SERVICE ENTRY & EXIT,201303,13
KINGSTON UPON THAMES,ACCIDENTAL FIRES IN RUBBISH,201303,7
KINGSTON UPON THAMES,ACCIDENTAL OPEN LAND FIRES,201303,3
KINGSTON UPON THAMES,ACCIDENTAL VEHICLE FIRES,201303,0
KINGSTON UPON THAMES,ALL DELIBERATE FIRES,201303,3
KINGSTON UPON THAMES,ALL FALSE ALARMS,201303,76
KINGSTON UPON THAMES,ALL FIRES,201303,28
KINGSTON UPON THAMES,ALL SPECIAL SERVICES,201303,31
KINGSTON UPON THAMES,CARE HOME FIRES,201303,1
KINGSTON UPON THAMES,DELIBERATE FIRES IN RUBBISH,201303,1
KINGSTON UPON THAMES,DELIBERATE OPEN LAND FIRES,201303,0
KINGSTON UPON THAMES,DELIBERATE VEHICLE FIRES,201303,2
KINGSTON UPON THAMES,FALSE ALARMS AFAS DOM,201303,9
KINGSTON UPON THAMES,FALSE ALARMS AFAS NONDOM,201303,48
KINGSTON UPON THAMES,FALSE ALARMS GOOD INTENT,201303,15
KINGSTON UPON THAMES,MALICIOUS FALSE ALARMS,201303,3
KINGSTON UPON THAMES,NONDOMFIRES NONRRO,201303,2
KINGSTON UPON THAMES,NONDOMFIRES RRO,201303,3
KINGSTON UPON THAMES,PRIMARY FIRES,201303,16
KINGSTON UPON THAMES,PRIMARY FIRES IN DWELLINGS,201303,8
KINGSTON UPON THAMES,ROAD TRAFFIC COLLISIONS,201303,7
KINGSTON UPON THAMES,RUBBISH FIRES,201303,8
KINGSTON UPON THAMES,SECONDARY FIRES,201303,12
KINGSTON UPON THAMES,SHUT-IN-LIFT RELEASES,201303,2
KINGSTON UPON THAMES,SPECIAL SERVICE ENTRY & EXIT,201303,3
LAMBETH,ACCIDENTAL FIRES IN RUBBISH,201303,7
LAMBETH,ACCIDENTAL OPEN LAND FIRES,201303,4
LAMBETH,ACCIDENTAL VEHICLE FIRES,201303,1
LAMBETH,ALL DELIBERATE FIRES,201303,8
LAMBETH,ALL FALSE ALARMS,201303,156
LAMBETH,ALL FIRES,201303,61
LAMBETH,ALL SPECIAL SERVICES,201303,146
LAMBETH,CARE HOME FIRES,201303,4
LAMBETH,DELIBERATE FIRES IN RUBBISH,201303,2
LAMBETH,DELIBERATE OPEN LAND FIRES,201303,2
LAMBETH,DELIBERATE VEHICLE FIRES,201303,2
LAMBETH,FALSE ALARMS AFAS DOM,201303,41
LAMBETH,FALSE ALARMS AFAS NONDOM,201303,78
LAMBETH,FALSE ALARMS GOOD INTENT,201303,32
LAMBETH,MALICIOUS FALSE ALARMS,201303,5
LAMBETH,NONDOMFIRES NONRRO,201303,0
LAMBETH,NONDOMFIRES RRO,201303,8
LAMBETH,PRIMARY FIRES,201303,46
LAMBETH,PRIMARY FIRES IN DWELLINGS,201303,34
LAMBETH,ROAD TRAFFIC COLLISIONS,201303,13
LAMBETH,RUBBISH FIRES,201303,9
LAMBETH,SECONDARY FIRES,201303,15
LAMBETH,SHUT-IN-LIFT RELEASES,201303,22
LAMBETH,SPECIAL SERVICE ENTRY & EXIT,201303,30
LEWISHAM,ACCIDENTAL FIRES IN RUBBISH,201303,13
LEWISHAM,ACCIDENTAL OPEN LAND FIRES,201303,4
LEWISHAM,ACCIDENTAL VEHICLE FIRES,201303,4
LEWISHAM,ALL DELIBERATE FIRES,201303,8
LEWISHAM,ALL FALSE ALARMS,201303,143
LEWISHAM,ALL FIRES,201303,50
LEWISHAM,ALL SPECIAL SERVICES,201303,92
LEWISHAM,CARE HOME FIRES,201303,2
LEWISHAM,DELIBERATE FIRES IN RUBBISH,201303,2
LEWISHAM,DELIBERATE OPEN LAND FIRES,201303,1
LEWISHAM,DELIBERATE VEHICLE FIRES,201303,1
LEWISHAM,FALSE ALARMS AFAS DOM,201303,55
LEWISHAM,FALSE ALARMS AFAS NONDOM,201303,37
LEWISHAM,FALSE ALARMS GOOD INTENT,201303,45
LEWISHAM,MALICIOUS FALSE ALARMS,201303,6
LEWISHAM,NONDOMFIRES NONRRO,201303,1
LEWISHAM,NONDOMFIRES RRO,201303,4
LEWISHAM,PRIMARY FIRES,201303,28
LEWISHAM,PRIMARY FIRES IN DWELLINGS,201303,18
LEWISHAM,ROAD TRAFFIC COLLISIONS,201303,14
LEWISHAM,RUBBISH FIRES,201303,15
LEWISHAM,SECONDARY FIRES,201303,22
LEWISHAM,SHUT-IN-LIFT RELEASES,201303,16
LEWISHAM,SPECIAL SERVICE ENTRY & EXIT,201303,12
MERTON,ACCIDENTAL FIRES IN RUBBISH,201303,2
MERTON,ACCIDENTAL OPEN LAND FIRES,201303,3
MERTON,ACCIDENTAL VEHICLE FIRES,201303,2
MERTON,ALL DELIBERATE FIRES,201303,1
MERTON,ALL FALSE ALARMS,201303,68
MERTON,ALL FIRES,201303,19
MERTON,ALL SPECIAL SERVICES,201303,41
MERTON,CARE HOME FIRES,201303,0
MERTON,DELIBERATE FIRES IN RUBBISH,201303,0
MERTON,DELIBERATE OPEN LAND FIRES,201303,1
MERTON,DELIBERATE VEHICLE FIRES,201303,0
MERTON,FALSE ALARMS AFAS DOM,201303,21
MERTON,FALSE ALARMS AFAS NONDOM,201303,29
MERTON,FALSE ALARMS GOOD INTENT,201303,18
MERTON,MALICIOUS FALSE ALARMS,201303,0
MERTON,NONDOMFIRES NONRRO,201303,0
MERTON,NONDOMFIRES RRO,201303,3
MERTON,PRIMARY FIRES,201303,13
MERTON,PRIMARY FIRES IN DWELLINGS,201303,8
MERTON,ROAD TRAFFIC COLLISIONS,201303,8
MERTON,RUBBISH FIRES,201303,2
MERTON,SECONDARY FIRES,201303,6
MERTON,SHUT-IN-LIFT RELEASES,201303,3
MERTON,SPECIAL SERVICE ENTRY & EXIT,201303,9
NEWHAM,ACCIDENTAL FIRES IN RUBBISH,201303,13
NEWHAM,ACCIDENTAL OPEN LAND FIRES,201303,6
NEWHAM,ACCIDENTAL VEHICLE FIRES,201303,4
NEWHAM,ALL DELIBERATE FIRES,201303,28
NEWHAM,ALL FALSE ALARMS,201303,105
NEWHAM,ALL FIRES,201303,85
NEWHAM,ALL SPECIAL SERVICES,201303,67
NEWHAM,CARE HOME FIRES,201303,2
NEWHAM,DELIBERATE FIRES IN RUBBISH,201303,14
NEWHAM,DELIBERATE OPEN LAND FIRES,201303,2
NEWHAM,DELIBERATE VEHICLE FIRES,201303,5
NEWHAM,FALSE ALARMS AFAS DOM,201303,21
NEWHAM,FALSE ALARMS AFAS NONDOM,201303,36
NEWHAM,FALSE ALARMS GOOD INTENT,201303,29
NEWHAM,MALICIOUS FALSE ALARMS,201303,18
NEWHAM,NONDOMFIRES NONRRO,201303,0
NEWHAM,NONDOMFIRES RRO,201303,12
NEWHAM,PRIMARY FIRES,201303,45
NEWHAM,PRIMARY FIRES IN DWELLINGS,201303,23
NEWHAM,ROAD TRAFFIC COLLISIONS,201303,7
NEWHAM,RUBBISH FIRES,201303,27
NEWHAM,SECONDARY FIRES,201303,40
NEWHAM,SHUT-IN-LIFT RELEASES,201303,9
NEWHAM,SPECIAL SERVICE ENTRY & EXIT,201303,18
REDBRIDGE,ACCIDENTAL FIRES IN RUBBISH,201303,9
REDBRIDGE,ACCIDENTAL OPEN LAND FIRES,201303,3
REDBRIDGE,ACCIDENTAL VEHICLE FIRES,201303,7
REDBRIDGE,ALL DELIBERATE FIRES,201303,8
REDBRIDGE,ALL FALSE ALARMS,201303,77
REDBRIDGE,ALL FIRES,201303,40
REDBRIDGE,ALL SPECIAL SERVICES,201303,65
REDBRIDGE,CARE HOME FIRES,201303,0
REDBRIDGE,DELIBERATE FIRES IN RUBBISH,201303,5
REDBRIDGE,DELIBERATE OPEN LAND FIRES,201303,0
REDBRIDGE,DELIBERATE VEHICLE FIRES,201303,2
REDBRIDGE,FALSE ALARMS AFAS DOM,201303,17
REDBRIDGE,FALSE ALARMS AFAS NONDOM,201303,25
REDBRIDGE,FALSE ALARMS GOOD INTENT,201303,32
REDBRIDGE,MALICIOUS FALSE ALARMS,201303,3
REDBRIDGE,NONDOMFIRES NONRRO,201303,0
REDBRIDGE,NONDOMFIRES RRO,201303,3
REDBRIDGE,PRIMARY FIRES,201303,22
REDBRIDGE,PRIMARY FIRES IN DWELLINGS,201303,10
REDBRIDGE,ROAD TRAFFIC COLLISIONS,201303,19
REDBRIDGE,RUBBISH FIRES,201303,14
REDBRIDGE,SECONDARY FIRES,201303,18
REDBRIDGE,SHUT-IN-LIFT RELEASES,201303,5
REDBRIDGE,SPECIAL SERVICE ENTRY & EXIT,201303,12
RICHMOND UPON THAMES,ACCIDENTAL FIRES IN RUBBISH,201303,6
RICHMOND UPON THAMES,ACCIDENTAL OPEN LAND FIRES,201303,4
RICHMOND UPON THAMES,ACCIDENTAL VEHICLE FIRES,201303,0
RICHMOND UPON THAMES,ALL DELIBERATE FIRES,201303,2
RICHMOND UPON THAMES,ALL FALSE ALARMS,201303,68
RICHMOND UPON THAMES,ALL FIRES,201303,26
RICHMOND UPON THAMES,ALL SPECIAL SERVICES,201303,32
RICHMOND UPON THAMES,CARE HOME FIRES,201303,0
RICHMOND UPON THAMES,DELIBERATE FIRES IN RUBBISH,201303,0
RICHMOND UPON THAMES,DELIBERATE OPEN LAND FIRES,201303,1
RICHMOND UPON THAMES,DELIBERATE VEHICLE FIRES,201303,0
RICHMOND UPON THAMES,FALSE ALARMS AFAS DOM,201303,22
RICHMOND UPON THAMES,FALSE ALARMS AFAS NONDOM,201303,31
RICHMOND UPON THAMES,FALSE ALARMS GOOD INTENT,201303,13
RICHMOND UPON THAMES,MALICIOUS FALSE ALARMS,201303,2
RICHMOND UPON THAMES,NONDOMFIRES NONRRO,201303,0
RICHMOND UPON THAMES,NONDOMFIRES RRO,201303,3
RICHMOND UPON THAMES,PRIMARY FIRES,201303,12
RICHMOND UPON THAMES,PRIMARY FIRES IN DWELLINGS,201303,9
RICHMOND UPON THAMES,ROAD TRAFFIC COLLISIONS,201303,4
RICHMOND UPON THAMES,RUBBISH FIRES,201303,6
RICHMOND UPON THAMES,SECONDARY FIRES,201303,14
RICHMOND UPON THAMES,SHUT-IN-LIFT RELEASES,201303,0
RICHMOND UPON THAMES,SPECIAL SERVICE ENTRY & EXIT,201303,3
SOUTHWARK,ACCIDENTAL FIRES IN RUBBISH,201303,30
SOUTHWARK,ACCIDENTAL OPEN LAND FIRES,201303,2
SOUTHWARK,ACCIDENTAL VEHICLE FIRES,201303,3
SOUTHWARK,ALL DELIBERATE FIRES,201303,13
SOUTHWARK,ALL FALSE ALARMS,201303,206
SOUTHWARK,ALL FIRES,201303,89
SOUTHWARK,ALL SPECIAL SERVICES,201303,130
SOUTHWARK,CARE HOME FIRES,201303,1
SOUTHWARK,DELIBERATE FIRES IN RUBBISH,201303,7
SOUTHWARK,DELIBERATE OPEN LAND FIRES,201303,0
SOUTHWARK,DELIBERATE VEHICLE FIRES,201303,1
SOUTHWARK,FALSE ALARMS AFAS DOM,201303,58
SOUTHWARK,FALSE ALARMS AFAS NONDOM,201303,94
SOUTHWARK,FALSE ALARMS GOOD INTENT,201303,48
SOUTHWARK,MALICIOUS FALSE ALARMS,201303,6
SOUTHWARK,NONDOMFIRES NONRRO,201303,0
SOUTHWARK,NONDOMFIRES RRO,201303,10
SOUTHWARK,PRIMARY FIRES,201303,49
SOUTHWARK,PRIMARY FIRES IN DWELLINGS,201303,33
